error_code,error_desc,channel,issuer_bank,amount,bank_uptime_pct,attempts_made,label
FRAUD_DETECTED,High-risk score flagged by issuer fraud detection switch,CARD_MANDATE,UTIB,30768.5,96.5,3,HARD_PERMANENT
CART_ABANDONED_SHIPPING_FRICTION,shipping fee dekh kar customer ne cart chhod diya,MAGIC_CHECKOUT,HDFC,15713.0,99.4,2,BEHAVIORAL_DROPOFF
CART_ABANDONED_SHIPPING_FRICTION,shipping fee dekh kar customer ne cart chhod diya,MAGIC_CHECKOUT,HDFC,7406.75,99.4,0,BEHAVIORAL_DROPOFF
UPI_DAILY_LIMIT_EXCEEDED,"limit exceed, transaction declined by bank",UPI_AUTOPAY,UTIB,30945.87,96.5,0,SOFT_FINANCIAL
PURCHASE_ORDER_MISMATCH,purchase order aur invoice me antar hai,B2B_INVOICE,UTIB,34756.68,96.5,0,COMMERCIAL_DISPUTE
OTP_TIMEOUT,"customer ne OTP time par enter nahi kiya, session expire",MAGIC_CHECKOUT,HDFC,27242.5,99.4,3,TRANSIENT_TECHNICAL
PAYMENT_METHOD_UNAVAILABLE,payment option show nahi ho raha tha,MAGIC_CHECKOUT,UTIB,32098.36,96.5,3,BEHAVIORAL_DROPOFF
TOKENIZATION_TIMEOUT,"tokenization service slow, mandate auth timed out",CARD_MANDATE,HDFC,35389.95,99.4,1,TRANSIENT_TECHNICAL
TOKENIZATION_TIMEOUT,"tokenization service slow, mandate auth timed out",CARD_MANDATE,HDFC,6936.5,99.4,0,TRANSIENT_TECHNICAL
UPI_DAILY_LIMIT_EXCEEDED,"UPI daily cap khatam, kal retry karo",UPI_AUTOPAY,SBIN,23266.87,78.2,1,SOFT_FINANCIAL
PAYMENT_METHOD_UNAVAILABLE,payment option show nahi ho raha tha,MAGIC_CHECKOUT,HDFC,21020.85,99.4,0,BEHAVIORAL_DROPOFF
CART_ABANDONED_SHIPPING_FRICTION,shipping fee dekh kar customer ne cart chhod diya,MAGIC_CHECKOUT,UTIB,16645.63,96.5,1,BEHAVIORAL_DROPOFF
MANDATE_AMOUNT_EXCEEDS_CAP,"autopay cap se zyada amount, bank ne decline kiya",UPI_AUTOPAY,UTIB,15317.62,96.5,0,SOFT_FINANCIAL
ACCOUNT_CLOSED,"account band ho gaya hai, retry bekar hai",UPI_AUTOPAY,SBIN,13336.43,78.2,1,HARD_PERMANENT
ACCOUNT_CLOSED,"account band ho gaya hai, retry bekar hai",UPI_AUTOPAY,ICIC,13535.51,98.9,0,HARD_PERMANENT
CART_ABANDONED_SHIPPING_FRICTION,shipping fee dekh kar customer ne cart chhod diya,MAGIC_CHECKOUT,HDFC,24000.36,99.4,1,BEHAVIORAL_DROPOFF
INSUFFICIENT_FUNDS,Salary credit not yet posted; balance too low for auto-debit,UPI_AUTOPAY,HDFC,24166.87,99.4,0,SOFT_FINANCIAL
CHECKOUT_DROPPED_OFF,OTP verification timed out during checkout,MAGIC_CHECKOUT,UTIB,19512.74,96.5,0,BEHAVIORAL_DROPOFF
MANDATE_AMOUNT_EXCEEDS_CAP,"autopay cap se zyada amount, bank ne decline kiya",UPI_AUTOPAY,KKBK,11134.96,97.8,3,SOFT_FINANCIAL
STOLEN_CARD,"chori ka card report hua, block hai",CARD_MANDATE,HDFC,3627.9,99.4,0,HARD_PERMANENT
BANK_DEBIT_FAILED_TECHNICAL,Issuer node degradation during 02:00 AM auto-debit window,UPI_AUTOPAY,KKBK,43962.56,97.8,2,TRANSIENT_TECHNICAL
CART_ABANDONED_SHIPPING_FRICTION,shipping fee dekh kar customer ne cart chhod diya,MAGIC_CHECKOUT,KKBK,44115.92,97.8,0,BEHAVIORAL_DROPOFF
INVOICE_OVERDUE_30_DAYS,"30 din se payment pending, accounts se approval nahi aaya",B2B_INVOICE,UTIB,18152.53,96.5,0,COMMERCIAL_DISPUTE
INVALID_VPA_PERMANENT,"VPA does not exist, invalid payee address",UPI_AUTOPAY,UTIB,43439.14,96.5,3,HARD_PERMANENT
GATEWAY_ERROR,"downstream gateway error, retry after clearing window",UPI_AUTOPAY,ICIC,27777.67,98.9,1,TRANSIENT_TECHNICAL
INSUFFICIENT_FUNDS,Declined by customer bank due to low balance,UPI_AUTOPAY,ICIC,25885.03,98.9,0,SOFT_FINANCIAL
OTP_TIMEOUT,"customer ne OTP time par enter nahi kiya, session expire",MAGIC_CHECKOUT,SBIN,12602.33,78.2,2,TRANSIENT_TECHNICAL
BANK_DEBIT_FAILED_TECHNICAL,debit attempt failed due to issuer switch congestion,UPI_AUTOPAY,SBIN,30583.41,78.2,0,TRANSIENT_TECHNICAL
ACCOUNT_CLOSED,"account band ho gaya hai, retry bekar hai",UPI_AUTOPAY,SBIN,1037.63,78.2,1,HARD_PERMANENT
CHECKOUT_DROPPED_OFF,user ne checkout beech me chhod diya,MAGIC_CHECKOUT,ICIC,20916.83,98.9,3,BEHAVIORAL_DROPOFF
INVOICE_OVERDUE_30_DAYS,Net-30 invoice crossed due date without payment reconciliation,B2B_INVOICE,SBIN,10271.37,78.2,2,COMMERCIAL_DISPUTE
INVOICE_OVERDUE_30_DAYS,Net-30 invoice crossed due date without payment reconciliation,B2B_INVOICE,HDFC,27589.72,99.4,2,COMMERCIAL_DISPUTE
PAYMENT_METHOD_UNAVAILABLE,payment option show nahi ho raha tha,MAGIC_CHECKOUT,KKBK,14927.42,97.8,1,BEHAVIORAL_DROPOFF
PURCHASE_ORDER_MISMATCH,"PO amount mismatch, reconciliation on hold",B2B_INVOICE,ICIC,15458.04,98.9,0,COMMERCIAL_DISPUTE
PAYMENT_METHOD_UNAVAILABLE,selected UPI method unavailable at checkout,MAGIC_CHECKOUT,UTIB,38475.0,96.5,1,BEHAVIORAL_DROPOFF
GATEWAY_ERROR,issuer node degraded during mandate authorization,UPI_AUTOPAY,UTIB,11654.28,96.5,0,TRANSIENT_TECHNICAL
UPI_DAILY_LIMIT_EXCEEDED,"Customer reached daily UPI transaction limit of Rs.1,00,000",UPI_AUTOPAY,UTIB,25346.95,96.5,0,SOFT_FINANCIAL
CARD_EXPIRED,Mandate card token expired; bank declined authorization,CARD_MANDATE,KKBK,16739.15,97.8,0,HARD_PERMANENT
INVOICE_OVERDUE_30_DAYS,"30 din se payment pending, accounts se approval nahi aaya",B2B_INVOICE,UTIB,1523.52,96.5,1,COMMERCIAL_DISPUTE
UPI_DAILY_LIMIT_EXCEEDED,"Customer reached daily UPI transaction limit of Rs.1,00,000",UPI_AUTOPAY,KKBK,15952.21,97.8,1,SOFT_FINANCIAL
OTP_TIMEOUT,OTP verification timed out during checkout,MAGIC_CHECKOUT,ICIC,25128.05,98.9,1,TRANSIENT_TECHNICAL
INSUFFICIENT_FUNDS,Mandate debit declined due to low card account balance,UPI_AUTOPAY,KKBK,6099.17,97.8,1,SOFT_FINANCIAL
CART_ABANDONED_SHIPPING_FRICTION,User exited after shipping charge calculated,MAGIC_CHECKOUT,UTIB,9979.3,96.5,0,BEHAVIORAL_DROPOFF
UPI_DAILY_LIMIT_EXCEEDED,"UPI daily cap khatam, kal retry karo",UPI_AUTOPAY,SBIN,38947.08,78.2,3,SOFT_FINANCIAL
NPCI_TIMEOUT,"NPCI timeout, bank se confirmation nahi aaya",UPI_AUTOPAY,UTIB,15970.06,96.5,0,TRANSIENT_TECHNICAL
OTP_TIMEOUT,"customer ne OTP time par enter nahi kiya, session expire",MAGIC_CHECKOUT,ICIC,34718.16,98.9,2,TRANSIENT_TECHNICAL
CART_ABANDONED_SHIPPING_FRICTION,shipping fee dekh kar customer ne cart chhod diya,MAGIC_CHECKOUT,KKBK,24195.63,97.8,1,BEHAVIORAL_DROPOFF
INSUFFICIENT_FUNDS,Mandate debit declined due to low card account balance,UPI_AUTOPAY,UTIB,34105.66,96.5,0,SOFT_FINANCIAL
PAYMENT_METHOD_UNAVAILABLE,selected UPI method unavailable at checkout,MAGIC_CHECKOUT,SBIN,18121.84,78.2,0,BEHAVIORAL_DROPOFF
TOKENIZATION_TIMEOUT,"tokenization service slow, mandate auth timed out",CARD_MANDATE,UTIB,29597.0,96.5,2,TRANSIENT_TECHNICAL
CART_ABANDONED_SHIPPING_FRICTION,shipping fee dekh kar customer ne cart chhod diya,MAGIC_CHECKOUT,KKBK,29458.72,97.8,1,BEHAVIORAL_DROPOFF
OTP_TIMEOUT,OTP verification timed out during checkout,MAGIC_CHECKOUT,HDFC,27925.26,99.4,0,TRANSIENT_TECHNICAL
STOLEN_CARD,stolen card hotlisted by issuer,CARD_MANDATE,KKBK,25761.77,97.8,1,HARD_PERMANENT
ACCOUNT_CLOSED,"account band ho gaya hai, retry bekar hai",UPI_AUTOPAY,KKBK,11396.6,97.8,1,HARD_PERMANENT
PURCHASE_ORDER_MISMATCH,"PO amount mismatch, reconciliation on hold",B2B_INVOICE,ICIC,1216.86,98.9,1,COMMERCIAL_DISPUTE
NPCI_TIMEOUT,"NPCI timeout, bank se confirmation nahi aaya",UPI_AUTOPAY,KKBK,38881.9,97.8,3,TRANSIENT_TECHNICAL
FRAUD_DETECTED,"suspicious activity, fraud check fail",CARD_MANDATE,ICIC,32592.82,98.9,0,HARD_PERMANENT
FRAUD_DETECTED,"suspicious activity, fraud check fail",CARD_MANDATE,SBIN,14657.37,78.2,0,HARD_PERMANENT
CARD_EXPIRED,Mandate card token expired; bank declined authorization,CARD_MANDATE,SBIN,26076.16,78.2,1,HARD_PERMANENT
INSUFFICIENT_FUNDS,Mandate debit declined due to low card account balance,UPI_AUTOPAY,SBIN,35894.36,78.2,1,SOFT_FINANCIAL
STOLEN_CARD,stolen card hotlisted by issuer,CARD_MANDATE,KKBK,37736.66,97.8,3,HARD_PERMANENT
FRAUD_DETECTED,High-risk score flagged by issuer fraud detection switch,CARD_MANDATE,UTIB,32547.39,96.5,0,HARD_PERMANENT
ACCOUNT_CLOSED,"customer account closed, debit returned",UPI_AUTOPAY,UTIB,39044.28,96.5,1,HARD_PERMANENT
NPCI_TIMEOUT,UPI switch response timed out after 30 seconds,UPI_AUTOPAY,UTIB,43099.31,96.5,2,TRANSIENT_TECHNICAL
TOKENIZATION_TIMEOUT,card token vault timeout during authorization,CARD_MANDATE,KKBK,29189.25,97.8,1,TRANSIENT_TECHNICAL
ACCOUNT_CLOSED,"account band ho gaya hai, retry bekar hai",UPI_AUTOPAY,UTIB,37283.2,96.5,0,HARD_PERMANENT
INVOICE_APPROVAL_PENDING,procurement team se approval pending hai,B2B_INVOICE,HDFC,16478.49,99.4,2,COMMERCIAL_DISPUTE
STOLEN_CARD,"chori ka card report hua, block hai",CARD_MANDATE,UTIB,35476.36,96.5,0,HARD_PERMANENT
CHECKOUT_DROPPED_OFF,user ne checkout beech me chhod diya,MAGIC_CHECKOUT,KKBK,33960.04,97.8,0,BEHAVIORAL_DROPOFF
FRAUD_DETECTED,"suspicious activity, fraud check fail",CARD_MANDATE,UTIB,29612.51,96.5,0,HARD_PERMANENT
INSUFFICIENT_FUNDS,Mandate debit declined due to low card account balance,UPI_AUTOPAY,SBIN,12049.21,78.2,0,SOFT_FINANCIAL
CARD_EXPIRED,"card expiry ho gayi, naya card link karo",CARD_MANDATE,UTIB,33911.86,96.5,3,HARD_PERMANENT
INVALID_VPA_PERMANENT,"galat UPI ID, ye VPA exist nahi karti",UPI_AUTOPAY,ICIC,31075.59,98.9,0,HARD_PERMANENT
PAYMENT_METHOD_UNAVAILABLE,payment option show nahi ho raha tha,MAGIC_CHECKOUT,KKBK,12532.67,97.8,0,BEHAVIORAL_DROPOFF
CHECKOUT_DROPPED_OFF,Customer abandoned session at shipping/payment step,MAGIC_CHECKOUT,KKBK,13120.97,97.8,0,BEHAVIORAL_DROPOFF
MANDATE_AMOUNT_EXCEEDS_CAP,"autopay cap se zyada amount, bank ne decline kiya",UPI_AUTOPAY,ICIC,13937.8,98.9,2,SOFT_FINANCIAL
FRAUD_DETECTED,"suspicious activity, fraud check fail",CARD_MANDATE,UTIB,32145.64,96.5,2,HARD_PERMANENT
INVOICE_APPROVAL_PENDING,Invoice stuck in enterprise procurement approval workflow,B2B_INVOICE,SBIN,6763.52,78.2,0,COMMERCIAL_DISPUTE
NPCI_TIMEOUT,Card network switch response timed out,UPI_AUTOPAY,SBIN,1453.64,78.2,0,TRANSIENT_TECHNICAL
UPI_DAILY_LIMIT_EXCEEDED,"UPI daily cap khatam, kal retry karo",UPI_AUTOPAY,SBIN,26373.3,78.2,0,SOFT_FINANCIAL
MANDATE_AMOUNT_EXCEEDS_CAP,"autopay cap se zyada amount, bank ne decline kiya",UPI_AUTOPAY,UTIB,27906.63,96.5,0,SOFT_FINANCIAL
MANDATE_AMOUNT_EXCEEDS_CAP,"mandate amount exceeds NPCI cap of Rs.1,00,000",UPI_AUTOPAY,KKBK,38396.8,97.8,0,SOFT_FINANCIAL
STOLEN_CARD,"chori ka card report hua, block hai",CARD_MANDATE,UTIB,38970.17,96.5,1,HARD_PERMANENT
FRAUD_DETECTED,"suspicious activity, fraud check fail",CARD_MANDATE,SBIN,21882.61,78.2,1,HARD_PERMANENT
ACCOUNT_CLOSED,"customer account closed, debit returned",UPI_AUTOPAY,ICIC,10271.39,98.9,0,HARD_PERMANENT
INSUFFICIENT_FUNDS,Salary credit not yet posted; balance too low for auto-debit,UPI_AUTOPAY,ICIC,27466.74,98.9,2,SOFT_FINANCIAL
CART_ABANDONED_SHIPPING_FRICTION,User exited after shipping charge calculated,MAGIC_CHECKOUT,ICIC,22545.3,98.9,1,BEHAVIORAL_DROPOFF
ACCOUNT_CLOSED,"customer account closed, debit returned",UPI_AUTOPAY,SBIN,16486.87,78.2,0,HARD_PERMANENT
NPCI_TIMEOUT,"NPCI timeout, bank se confirmation nahi aaya",UPI_AUTOPAY,HDFC,42850.82,99.4,1,TRANSIENT_TECHNICAL
CARD_EXPIRED,"card expiry ho gayi, naya card link karo",CARD_MANDATE,KKBK,43282.16,97.8,3,HARD_PERMANENT
TOKENIZATION_TIMEOUT,card token vault timeout during authorization,CARD_MANDATE,HDFC,20208.6,99.4,1,TRANSIENT_TECHNICAL
INSUFFICIENT_FUNDS,Salary credit not yet posted; balance too low for auto-debit,UPI_AUTOPAY,ICIC,35917.49,98.9,0,SOFT_FINANCIAL
INSUFFICIENT_FUNDS,Salary credit not yet posted; balance too low for auto-debit,UPI_AUTOPAY,UTIB,8148.07,96.5,1,SOFT_FINANCIAL
INVALID_VPA_PERMANENT,"galat UPI ID, ye VPA exist nahi karti",UPI_AUTOPAY,HDFC,33491.09,99.4,2,HARD_PERMANENT
CARD_EXPIRED,Mandate card token expired; bank declined authorization,CARD_MANDATE,KKBK,13762.99,97.8,0,HARD_PERMANENT
INSUFFICIENT_FUNDS,Salary credit not yet posted; balance too low for auto-debit,UPI_AUTOPAY,KKBK,34323.05,97.8,1,SOFT_FINANCIAL
PAYMENT_METHOD_UNAVAILABLE,selected UPI method unavailable at checkout,MAGIC_CHECKOUT,KKBK,39697.39,97.8,0,BEHAVIORAL_DROPOFF
INVOICE_OVERDUE_30_DAYS,Net-30 invoice crossed due date without payment reconciliation,B2B_INVOICE,SBIN,21627.28,78.2,1,COMMERCIAL_DISPUTE
CARD_EXPIRED,"card expiry ho gayi, naya card link karo",CARD_MANDATE,SBIN,4673.54,78.2,1,HARD_PERMANENT
GATEWAY_ERROR,"payment gateway ne response nahi diya, timeout ho gaya",UPI_AUTOPAY,ICIC,25705.52,98.9,1,TRANSIENT_TECHNICAL
OTP_TIMEOUT,OTP verification timed out during checkout,MAGIC_CHECKOUT,UTIB,35027.11,96.5,0,TRANSIENT_TECHNICAL
UPI_DAILY_LIMIT_EXCEEDED,"limit exceed, transaction declined by bank",UPI_AUTOPAY,KKBK,34048.08,97.8,0,SOFT_FINANCIAL
INVALID_VPA_PERMANENT,"galat UPI ID, ye VPA exist nahi karti",UPI_AUTOPAY,KKBK,12328.57,97.8,2,HARD_PERMANENT
FRAUD_DETECTED,"suspicious activity, fraud check fail",CARD_MANDATE,KKBK,21850.41,97.8,0,HARD_PERMANENT
INVOICE_APPROVAL_PENDING,procurement team se approval pending hai,B2B_INVOICE,KKBK,11355.43,97.8,0,COMMERCIAL_DISPUTE
TOKENIZATION_TIMEOUT,"tokenization service slow, mandate auth timed out",CARD_MANDATE,UTIB,5192.97,96.5,3,TRANSIENT_TECHNICAL
FRAUD_DETECTED,"suspicious activity, fraud check fail",CARD_MANDATE,HDFC,14499.82,99.4,1,HARD_PERMANENT
PURCHASE_ORDER_MISMATCH,purchase order aur invoice me antar hai,B2B_INVOICE,SBIN,8209.2,78.2,3,COMMERCIAL_DISPUTE
OTP_TIMEOUT,"customer ne OTP time par enter nahi kiya, session expire",MAGIC_CHECKOUT,HDFC,41653.16,99.4,1,TRANSIENT_TECHNICAL
INVOICE_OVERDUE_30_DAYS,Net-30 invoice crossed due date without payment reconciliation,B2B_INVOICE,SBIN,35089.65,78.2,3,COMMERCIAL_DISPUTE
INSUFFICIENT_FUNDS,Salary credit not yet posted; balance too low for auto-debit,UPI_AUTOPAY,ICIC,22679.23,98.9,0,SOFT_FINANCIAL
STOLEN_CARD,"chori ka card report hua, block hai",CARD_MANDATE,HDFC,30876.32,99.4,1,HARD_PERMANENT
GATEWAY_ERROR,issuer node degraded during mandate authorization,UPI_AUTOPAY,ICIC,7205.33,98.9,3,TRANSIENT_TECHNICAL
NPCI_TIMEOUT,UPI switch response timed out after 30 seconds,UPI_AUTOPAY,SBIN,27533.13,78.2,0,TRANSIENT_TECHNICAL
INVOICE_OVERDUE_30_DAYS,"30 din se payment pending, accounts se approval nahi aaya",B2B_INVOICE,KKBK,35535.73,97.8,3,COMMERCIAL_DISPUTE
INVALID_VPA_PERMANENT,"VPA does not exist, invalid payee address",UPI_AUTOPAY,ICIC,21344.25,98.9,3,HARD_PERMANENT
INVOICE_APPROVAL_PENDING,procurement team se approval pending hai,B2B_INVOICE,SBIN,13918.52,78.2,2,COMMERCIAL_DISPUTE
MANDATE_AMOUNT_EXCEEDS_CAP,"autopay cap se zyada amount, bank ne decline kiya",UPI_AUTOPAY,UTIB,13998.46,96.5,1,SOFT_FINANCIAL
NPCI_TIMEOUT,Card network switch response timed out,UPI_AUTOPAY,HDFC,34347.34,99.4,1,TRANSIENT_TECHNICAL
BANK_DEBIT_FAILED_TECHNICAL,debit attempt failed due to issuer switch congestion,UPI_AUTOPAY,ICIC,29131.16,98.9,0,TRANSIENT_TECHNICAL
PAYMENT_METHOD_UNAVAILABLE,payment option show nahi ho raha tha,MAGIC_CHECKOUT,HDFC,36870.1,99.4,0,BEHAVIORAL_DROPOFF
GATEWAY_ERROR,"downstream gateway error, retry after clearing window",UPI_AUTOPAY,ICIC,37498.15,98.9,0,TRANSIENT_TECHNICAL
INVOICE_OVERDUE_30_DAYS,"30 din se payment pending, accounts se approval nahi aaya",B2B_INVOICE,UTIB,14790.02,96.5,1,COMMERCIAL_DISPUTE
GATEWAY_ERROR,issuer node degraded during mandate authorization,UPI_AUTOPAY,KKBK,22731.37,97.8,3,TRANSIENT_TECHNICAL
INVALID_VPA_PERMANENT,"VPA does not exist, invalid payee address",UPI_AUTOPAY,HDFC,11091.82,99.4,0,HARD_PERMANENT
PURCHASE_ORDER_MISMATCH,purchase order aur invoice me antar hai,B2B_INVOICE,HDFC,35198.79,99.4,1,COMMERCIAL_DISPUTE
PURCHASE_ORDER_MISMATCH,"PO amount mismatch, reconciliation on hold",B2B_INVOICE,ICIC,44414.41,98.9,1,COMMERCIAL_DISPUTE
NPCI_TIMEOUT,UPI switch response timed out after 30 seconds,UPI_AUTOPAY,HDFC,2712.99,99.4,0,TRANSIENT_TECHNICAL
INVALID_VPA_PERMANENT,"galat UPI ID, ye VPA exist nahi karti",UPI_AUTOPAY,UTIB,41577.48,96.5,0,HARD_PERMANENT
PURCHASE_ORDER_MISMATCH,"PO amount mismatch, reconciliation on hold",B2B_INVOICE,HDFC,14738.96,99.4,3,COMMERCIAL_DISPUTE
OTP_TIMEOUT,OTP verification timed out during checkout,MAGIC_CHECKOUT,SBIN,26623.0,78.2,1,TRANSIENT_TECHNICAL
GATEWAY_ERROR,504 Gateway Timeout from NPCI switch,UPI_AUTOPAY,UTIB,11185.4,96.5,1,TRANSIENT_TECHNICAL
TOKENIZATION_TIMEOUT,"tokenization service slow, mandate auth timed out",CARD_MANDATE,KKBK,23989.56,97.8,0,TRANSIENT_TECHNICAL
ACCOUNT_CLOSED,"customer account closed, debit returned",UPI_AUTOPAY,HDFC,39208.37,99.4,2,HARD_PERMANENT
INVOICE_OVERDUE_30_DAYS,"30 din se payment pending, accounts se approval nahi aaya",B2B_INVOICE,UTIB,33677.59,96.5,0,COMMERCIAL_DISPUTE
FRAUD_DETECTED,"suspicious activity, fraud check fail",CARD_MANDATE,UTIB,10399.39,96.5,0,HARD_PERMANENT
INVOICE_OVERDUE_30_DAYS,Net-30 invoice crossed due date without payment reconciliation,B2B_INVOICE,ICIC,11639.28,98.9,2,COMMERCIAL_DISPUTE
ACCOUNT_CLOSED,"customer account closed, debit returned",UPI_AUTOPAY,HDFC,28972.0,99.4,1,HARD_PERMANENT
NPCI_TIMEOUT,Card network switch response timed out,UPI_AUTOPAY,HDFC,37458.85,99.4,0,TRANSIENT_TECHNICAL
STOLEN_CARD,"chori ka card report hua, block hai",CARD_MANDATE,HDFC,25543.58,99.4,0,HARD_PERMANENT
STOLEN_CARD,"chori ka card report hua, block hai",CARD_MANDATE,KKBK,22241.52,97.8,1,HARD_PERMANENT
INVOICE_OVERDUE_30_DAYS,Net-30 invoice crossed due date without payment reconciliation,B2B_INVOICE,HDFC,25525.31,99.4,1,COMMERCIAL_DISPUTE
CART_ABANDONED_SHIPPING_FRICTION,User exited after shipping charge calculated,MAGIC_CHECKOUT,KKBK,38114.06,97.8,0,BEHAVIORAL_DROPOFF
UPI_DAILY_LIMIT_EXCEEDED,"UPI daily cap khatam, kal retry karo",UPI_AUTOPAY,KKBK,29327.45,97.8,0,SOFT_FINANCIAL
CARD_EXPIRED,"card expiry ho gayi, naya card link karo",CARD_MANDATE,ICIC,21063.51,98.9,2,HARD_PERMANENT
CHECKOUT_DROPPED_OFF,OTP verification timed out during checkout,MAGIC_CHECKOUT,ICIC,3470.63,98.9,2,BEHAVIORAL_DROPOFF
UPI_DAILY_LIMIT_EXCEEDED,"UPI daily cap khatam, kal retry karo",UPI_AUTOPAY,UTIB,23841.11,96.5,2,SOFT_FINANCIAL
OTP_TIMEOUT,OTP verification timed out during checkout,MAGIC_CHECKOUT,UTIB,25947.83,96.5,0,TRANSIENT_TECHNICAL
NPCI_TIMEOUT,UPI switch response timed out after 30 seconds,UPI_AUTOPAY,HDFC,10289.53,99.4,1,TRANSIENT_TECHNICAL
CHECKOUT_DROPPED_OFF,user ne checkout beech me chhod diya,MAGIC_CHECKOUT,SBIN,26379.65,78.2,3,BEHAVIORAL_DROPOFF
INVOICE_OVERDUE_30_DAYS,"30 din se payment pending, accounts se approval nahi aaya",B2B_INVOICE,SBIN,34692.54,78.2,1,COMMERCIAL_DISPUTE
MANDATE_AMOUNT_EXCEEDS_CAP,"mandate amount exceeds NPCI cap of Rs.1,00,000",UPI_AUTOPAY,SBIN,34829.81,78.2,0,SOFT_FINANCIAL
INVOICE_APPROVAL_PENDING,Invoice stuck in enterprise procurement approval workflow,B2B_INVOICE,HDFC,1373.88,99.4,1,COMMERCIAL_DISPUTE
BANK_DEBIT_FAILED_TECHNICAL,Issuer node degradation during 02:00 AM auto-debit window,UPI_AUTOPAY,KKBK,15813.03,97.8,0,TRANSIENT_TECHNICAL
INVOICE_OVERDUE_30_DAYS,"30 din se payment pending, accounts se approval nahi aaya",B2B_INVOICE,SBIN,29685.54,78.2,0,COMMERCIAL_DISPUTE
INVOICE_APPROVAL_PENDING,Invoice stuck in enterprise procurement approval workflow,B2B_INVOICE,UTIB,44596.95,96.5,0,COMMERCIAL_DISPUTE
GATEWAY_ERROR,"downstream gateway error, retry after clearing window",UPI_AUTOPAY,HDFC,6350.72,99.4,1,TRANSIENT_TECHNICAL
CART_ABANDONED_SHIPPING_FRICTION,shipping fee dekh kar customer ne cart chhod diya,MAGIC_CHECKOUT,HDFC,20088.51,99.4,2,BEHAVIORAL_DROPOFF
GATEWAY_ERROR,"payment gateway ne response nahi diya, timeout ho gaya",UPI_AUTOPAY,HDFC,20216.64,99.4,1,TRANSIENT_TECHNICAL
GATEWAY_ERROR,issuer node degraded during mandate authorization,UPI_AUTOPAY,UTIB,26641.32,96.5,0,TRANSIENT_TECHNICAL
CARD_EXPIRED,Mandate card token expired; bank declined authorization,CARD_MANDATE,KKBK,41115.0,97.8,2,HARD_PERMANENT
STOLEN_CARD,stolen card hotlisted by issuer,CARD_MANDATE,SBIN,34095.72,78.2,0,HARD_PERMANENT
PURCHASE_ORDER_MISMATCH,purchase order aur invoice me antar hai,B2B_INVOICE,ICIC,18797.14,98.9,0,COMMERCIAL_DISPUTE
CARD_EXPIRED,"card expiry ho gayi, naya card link karo",CARD_MANDATE,UTIB,11636.0,96.5,0,HARD_PERMANENT
PAYMENT_METHOD_UNAVAILABLE,selected UPI method unavailable at checkout,MAGIC_CHECKOUT,HDFC,17224.69,99.4,1,BEHAVIORAL_DROPOFF
NPCI_TIMEOUT,UPI switch response timed out after 30 seconds,UPI_AUTOPAY,ICIC,16344.94,98.9,0,TRANSIENT_TECHNICAL
CARD_EXPIRED,"card expiry ho gayi, naya card link karo",CARD_MANDATE,ICIC,10474.51,98.9,2,HARD_PERMANENT
CARD_EXPIRED,"card expiry ho gayi, naya card link karo",CARD_MANDATE,UTIB,909.1,96.5,0,HARD_PERMANENT
INVOICE_OVERDUE_30_DAYS,Net-30 invoice crossed due date without payment reconciliation,B2B_INVOICE,SBIN,38164.03,78.2,0,COMMERCIAL_DISPUTE
UPI_DAILY_LIMIT_EXCEEDED,"Customer reached daily UPI transaction limit of Rs.1,00,000",UPI_AUTOPAY,SBIN,23433.79,78.2,0,SOFT_FINANCIAL
PURCHASE_ORDER_MISMATCH,"PO amount mismatch, reconciliation on hold",B2B_INVOICE,HDFC,26909.56,99.4,0,COMMERCIAL_DISPUTE
INVOICE_APPROVAL_PENDING,procurement team se approval pending hai,B2B_INVOICE,KKBK,18785.88,97.8,0,COMMERCIAL_DISPUTE
OTP_TIMEOUT,OTP verification timed out during checkout,MAGIC_CHECKOUT,SBIN,42145.8,78.2,0,TRANSIENT_TECHNICAL
FRAUD_DETECTED,"suspicious activity, fraud check fail",CARD_MANDATE,HDFC,35437.53,99.4,0,HARD_PERMANENT
PURCHASE_ORDER_MISMATCH,"PO amount mismatch, reconciliation on hold",B2B_INVOICE,ICIC,18283.12,98.9,0,COMMERCIAL_DISPUTE
INVALID_VPA_PERMANENT,"galat UPI ID, ye VPA exist nahi karti",UPI_AUTOPAY,HDFC,35290.23,99.4,0,HARD_PERMANENT
ACCOUNT_CLOSED,"account band ho gaya hai, retry bekar hai",UPI_AUTOPAY,HDFC,33125.53,99.4,0,HARD_PERMANENT
OTP_TIMEOUT,OTP verification timed out during checkout,MAGIC_CHECKOUT,KKBK,17090.62,97.8,1,TRANSIENT_TECHNICAL
STOLEN_CARD,stolen card hotlisted by issuer,CARD_MANDATE,SBIN,4684.26,78.2,0,HARD_PERMANENT
INSUFFICIENT_FUNDS,Declined by customer bank due to low balance,UPI_AUTOPAY,UTIB,44470.97,96.5,0,SOFT_FINANCIAL
PURCHASE_ORDER_MISMATCH,purchase order aur invoice me antar hai,B2B_INVOICE,UTIB,38554.95,96.5,1,COMMERCIAL_DISPUTE
PAYMENT_METHOD_UNAVAILABLE,selected UPI method unavailable at checkout,MAGIC_CHECKOUT,KKBK,36462.05,97.8,0,BEHAVIORAL_DROPOFF
